,gold_present,wrong_present,gold2_present,wrong2_present,out,out2,order,question1,question2,f11,f12,ac,ac2,judge,og_accuracy,cf_accuracy,orig_comp,cf_comp
2wiki-c5a63fd6085811ebbd5bac1f6bf848b6,True,False,False,False,Charles E. Ford is not alive ( he died,,orig,"Who is older, Charles E. Ford or Eberto Escobedo Lazo?","Who is younger, Charles E. Ford or Eberto Escobedo Lazo?",0.30769230769230765,0.0,0.0,0.0,Doubled_or_neither,1,0,older,younger
2wiki-19b47128088f11ebbd71ac1f6bf848b6,True,False,False,False,Claude Rolin ( born 26 May 1957) is,,switched,"Who is older, Vinnie Chas or Claude Rolin?","Who is younger, Vinnie Chas or Claude Rolin?",0.4,0.0,0.0,0.0,Doubled_or_neither,1,0,older,younger
2wiki-5bd1403208f411ebbdaaac1f6bf848b6,True,False,False,True,Hartmut Welker,Hartmut Welker,switched,Who was born first out of Hartmut Welker and Andrei Boroștean?,Who was born last out of Hartmut Welker and Andrei Boroștean?,1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-02fd91c0085e11ebbd5cac1f6bf848b6,False,False,True,False,,Alistair Harrison was born last.,orig,Was Robert Henry Newell or Alistair Harrison born first?,Was Robert Henry Newell or Alistair Harrison born last?,0.0,0.5,0.0,0.0,Doubled_or_neither,0,1,first,last
2wiki-4d7ed8ea086211ebbd5dac1f6bf848b6,True,False,True,False,"Isaac Rochell (born April 22, 1995)",Olivier Py (born 24 July 1965 in Gr,switched,"Who was born later, Isaac Rochell or Olivier Py?","Who was born earlier, Isaac Rochell or Olivier Py?",0.4444444444444445,0.4,0.0,0.0,Correct,1,1,later,earlier
2wiki-a955dc9e088611ebbd6dac1f6bf848b6,True,False,False,False,George Faison.,,switched,"Who was born earlier, George Faison or Clint Oldenburg?","Who was born later, George Faison or Clint Oldenburg?",0.8,0.0,0.0,0.0,Doubled_or_neither,1,0,earlier,later
hotpot-5a79b72e5542996c55b2dc42,True,False,True,False,TEG,Diamond,switched,"Which game is older, TEG or Diamond?","Which game is younger, TEG or Diamond?",1.0,1.0,1.0,1.0,Correct,1,1,older,younger
2wiki-b298f18a08d911ebbd9cac1f6bf848b6,True,False,True,False,Trevor Bardette,"David Monies ( June 3, 1812,",switched,"Who is younger, David Monies or Trevor Bardette?","Who is older, David Monies or Trevor Bardette?",1.0,0.4,1.0,0.0,Correct,1,1,younger,older
2wiki-95fd00bf097811ebbdb0ac1f6bf848b6,True,False,True,False,Madre Alegría ( The Happy Mother of,Armor Hero Captor King ( Armor Hero,switched,"Which film was released earlier, Armor Hero Captor King or Madre Alegría?","Which film was released later, Armor Hero Captor King or Madre Alegría?",0.4444444444444445,0.6,0.0,0.0,Correct,1,1,earlier,later
2wiki-3a777c21088a11ebbd6fac1f6bf848b6,False,True,False,False,Per August Leonard Hallström (29 September 1866 –,,orig,"Who is younger, Per Hallström or Chen Qingying?","Who is older, Per Hallström or Chen Qingying?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,younger,older
2wiki-52b6800609ae11ebbdb0ac1f6bf848b6,True,False,True,False,"If You Want Some, "" If You Want Some",""" The Ketchup Song( Asere",switched,"Which song was released more recently, The Ketchup Song (Aserejé) or If You Want Some?","Which song was released earlier, The Ketchup Song (Aserejé) or If You Want Some?",0.5714285714285715,0.4444444444444445,0.0,0.0,Correct,1,1,recently,earlier
2wiki-44236e9708ee11ebbda8ac1f6bf848b6,True,False,False,True,Frederick Dundas. Frederick Dundas was,Frederick Dundas. ,orig,"Who died first, John Grayson or Frederick Dundas?","Who died last, John Grayson or Frederick Dundas?",0.5,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-6450c03308cc11ebbd93ac1f6bf848b6,False,True,True,False,Remo Marco Freuler (born 15 April 1992,Remo Marco Freuler,switched,Who was born first out of Remo Freuler and Mamdouh Abdelrehim?,Who was born last out of Remo Freuler and Mamdouh Abdelrehim?,0.0,0.8,0.0,0.0,Fail,0,1,first,last
2wiki-694993d608db11ebbd9cac1f6bf848b6,False,True,False,False,Sun Yuanliang is not the one given in,,orig,"Who is younger, Bud Collyer or Sun Yuanliang?","Who is older, Bud Collyer or Sun Yuanliang?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,younger,older
2wiki-65e9e19d08e211ebbda3ac1f6bf848b6,True,False,True,False,Madan Mehra was born first on 9th,Joseph C. Taphorn ( born July 6,orig,"Who was born first, Joseph C. Taphorn or Madan Mehra?","Who was born last, Joseph C. Taphorn or Madan Mehra?",0.4444444444444445,0.36363636363636365,0.0,0.0,Correct,1,1,first,last
hotpot-5a7d1add55429909bec76955,True,False,False,True,Motor Trend,Motor Trend was the magazine that was first to,orig,"Which magazine came out first, Motor Trend or National Lampoon?","Which magazine came out last, Motor Trend or National Lampoon?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
hotpot-5a76de3e55429972597f13ef,False,True,True,False,"Henri Kontinen was born on June 19,",Henri Kontinen.,orig,Who was born first Henri Kontinen or Richard Gasquet?,Who was born last Henri Kontinen or Richard Gasquet?,0.0,0.8,0.0,0.0,Fail,0,1,first,last
2wiki-a942bcc4094911ebbdaeac1f6bf848b6,True,False,False,False,Fort Saganne.,,orig,"Which film was released first, Vaseegara (Film) or Fort Saganne?","Which film was released last, Vaseegara (Film) or Fort Saganne?",0.8,0.0,0.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-faa77dca096211ebbdafac1f6bf848b6,True,False,True,False,Moster Fra Mols,Angel On The Amazon.,orig,"Which film was released earlier, Angel On The Amazon or Moster Fra Mols?","Which film was released later, Angel On The Amazon or Moster Fra Mols?",1.0,0.888888888888889,1.0,0.0,Correct,1,1,earlier,later
2wiki-93bb876c084a11ebbd56ac1f6bf848b6,True,False,True,True,"Brendan Behan (born 8 March 1938,",Brendan Behan was born before Alline Cal,switched,Who was born first out of Alline Calandrini and Brendan Behan?,Who was born last out of Alline Calandrini and Brendan Behan?,0.4444444444444445,0.22222222222222224,0.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-10181c5808aa11ebbd80ac1f6bf848b6,False,True,True,False,Trevor Frischmon was born earlier.,"Trevor Frischmon ( born August 5, 1981",orig,"Who was born earlier, Trevor Frischmon or Luc Bondy?","Who was born later, Trevor Frischmon or Luc Bondy?",0.0,0.4,0.0,0.0,Fail,0,1,earlier,later
2wiki-448772ff08ff11ebbdadac1f6bf848b6,True,False,False,False,Grande Reportagem was first published between 1984 and 2005,,switched,"Which magazine came out first, Grande Reportagem or The Journal Of Life Sciences?","Which magazine came out last, Grande Reportagem or The Journal Of Life Sciences?",0.3636363636363636,0.0,0.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-70eb7694086711ebbd5eac1f6bf848b6,True,False,True,True,Nicolò Carandini.,Nicolò Carandini was born before Grant Hard,switched,"Who was born first, Nicolò Carandini or Grant Hardie?","Who was born last, Nicolò Carandini or Grant Hardie?",0.8,0.22222222222222224,0.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-0923efef089111ebbd72ac1f6bf848b6,True,False,True,False,Aleksandrs Antoņenko (born June,Lewis Jones (footballer) is younger than Ale,orig,"Who is older, Aleksandrs Antoņenko or Lewis Jones (footballer, born 1994)?","Who is younger, Aleksandrs Antoņenko or Lewis Jones (footballer, born 1994)?",0.6666666666666666,0.4444444444444445,0.0,0.0,Correct,1,1,older,younger
2wiki-211c898008c311ebbd8dac1f6bf848b6,True,False,False,True,Enver Adrović,Enver Adrović,switched,Who was born first out of Enver Adrović and Stéphan Rizon?,Who was born last out of Enver Adrović and Stéphan Rizon?,1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-26541585087e11ebbd6bac1f6bf848b6,False,False,True,False,,"Karim Saddam, as Karim Saddam was born",orig,Was Elias Sunde or Karim Saddam born first?,Was Elias Sunde or Karim Saddam born last?,0.0,0.4,0.0,0.0,Doubled_or_neither,0,1,first,last
2wiki-e5e4dc38091811ebbdaeac1f6bf848b6,True,False,True,False,Raja Manthiri (2016),Pottu Amman (Film) is the movie,orig,"Which film was released more recently, Pottu Amman (Film) or Raja Manthiri?","Which film was released earlier, Pottu Amman (Film) or Raja Manthiri?",0.8,0.5,0.0,0.0,Correct,1,1,recently,earlier
2wiki-cdc4151e08f811ebbdaaac1f6bf848b6,True,False,True,False,Young Husbands,Kottonmouth Kings: Dopeumentary was,orig,"Which film came out earlier, Young Husbands or Kottonmouth Kings: Dopeumentary?","Which film came out later, Young Husbands or Kottonmouth Kings: Dopeumentary?",1.0,0.5714285714285715,1.0,0.0,Correct,1,1,earlier,later
2wiki-a244a53f088111ebbd6dac1f6bf848b6,True,False,False,True,Janaki Devi Bajaj,Janaki Devi Bajaj,orig,Was Thomas Glavinic or Janaki Devi Bajaj born first?,Was Thomas Glavinic or Janaki Devi Bajaj born last?,1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-401767d4085411ebbd59ac1f6bf848b6,True,False,True,False,Pinne E Arpioni,My Friend from Faro,switched,"Which film was released earlier, My Friend From Faro or Pinne E Arpioni?","Which film was released later, My Friend From Faro or Pinne E Arpioni?",1.0,0.4,1.0,0.0,Correct,1,1,earlier,later
2wiki-ed7e8f10086311ebbd5eac1f6bf848b6,True,False,True,False,"Simon Joyce (September 13, 1848 – October 1","Isabelle Antena (born May 28,",orig,"Who was born earlier, Isabelle Antena or Simon Joyce?","Who was born later, Isabelle Antena or Simon Joyce?",0.3636363636363636,0.5,0.0,0.0,Correct,1,1,earlier,later
2wiki-9bb23e7b08e011ebbda2ac1f6bf848b6,False,False,True,False,,"Barbara Cason (November 15, 1928 – June",switched,"Who died first, Karl Knaths or Barbara Cason?","Who died last, Karl Knaths or Barbara Cason?",0.0,0.4,0.0,0.0,Doubled_or_neither,0,1,first,last
2wiki-5b492cb508d511ebbd98ac1f6bf848b6,True,False,True,False,Amy Yuratovac (born December 7,Gene Nelson (Baseball) is older. Based,orig,"Who is younger, Gene Nelson (Baseball) or Amy Yuratovac?","Who is older, Gene Nelson (Baseball) or Amy Yuratovac?",0.5714285714285715,0.4444444444444445,0.0,0.0,Correct,1,1,younger,older
2wiki-08f4b911089e11ebbd78ac1f6bf848b6,True,False,False,True,Arash Miresmaeili,Arash Miresmaeili,orig,Who was born first out of Daniela Torrealba and Arash Miresmaeili?,Who was born last out of Daniela Torrealba and Arash Miresmaeili?,1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-ae091239094411ebbdaeac1f6bf848b6,True,False,True,False,Dual Alibi,Countess Dora,orig,"Which film came out earlier, Dual Alibi or Countess Dora?","Which film came out later, Dual Alibi or Countess Dora?",1.0,1.0,1.0,1.0,Correct,1,1,earlier,later
2wiki-a23cdb0d08f011ebbda8ac1f6bf848b6,False,True,False,True,Steve Bolton (entrepreneur) was born later,Slobodan Kaličanin (,switched,"Who was born later, Steve Bolton (entrepreneur) or Slobodan Kaličanin?","Who was born earlier, Steve Bolton (entrepreneur) or Slobodan Kaličanin?",0.0,0.0,0.0,0.0,Reversed,0,0,later,earlier
hotpot-5a7acc805542992d025e66f3,False,True,False,True,Elmore Leonard was born first.,Nadine Gordimer was born on November 13,switched,Who was born first Elmore Leonard or Nadine Gordimer ?,Who was born last Elmore Leonard or Nadine Gordimer ?,0.0,0.0,0.0,0.0,Reversed,0,0,first,last
2wiki-a478986408aa11ebbd80ac1f6bf848b6,True,False,True,False,Sabine Jahn.,Anson W. Pope,switched,"Who was born later, Sabine Jahn or Anson W. Pope?","Who was born earlier, Sabine Jahn or Anson W. Pope?",0.8,0.5714285714285715,0.0,0.0,Correct,1,1,later,earlier
2wiki-c1f25ab708a911ebbd80ac1f6bf848b6,True,False,True,False,Zimmedaaar,Citizen,orig,"Which film was released earlier, Zimmedaaar or Citizen (Film)?","Which film was released later, Zimmedaaar or Citizen (Film)?",1.0,0.6666666666666666,1.0,0.0,Correct,1,1,earlier,later
2wiki-98d991a8086811ebbd5eac1f6bf848b6,False,False,True,False,,"John G. Lorber ( born December 25,",orig,Was John G. Lorber or Gunnar Sträng born first?,Was John G. Lorber or Gunnar Sträng born last?,0.0,0.3333333333333333,0.0,0.0,Doubled_or_neither,0,1,first,last
2wiki-20ac43f508b011ebbd84ac1f6bf848b6,False,False,False,False,,,switched,"Who is older, Charlotte Riddell or Lalit Gupta?","Who is younger, Charlotte Riddell or Lalit Gupta?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,older,younger
2wiki-03796ff7092c11ebbdaeac1f6bf848b6,False,False,False,False, Arriba El Telón O El Patio De La Morocha, De La Morocha,none,"Which film was released first, Arriba El Telón O El Patio De La Morocha or Stop, You\'Re Killing Me?","Which film was released last, Arriba El Telón O El Patio De La Morocha or Stop, You\'Re Killing Me?",0.8421052631578948,0.8571428571428571,0.0,0.0,Doubled_or_neither,0,0,first,last
hotpot-5a7b89585542997c3ec97205,True,False,True,False,Wolfgang Amadeus Mozart,Heinrich Marschner (14 December 1861),orig,Who was born first: Wolfgang Amadeus Mozart or Heinrich Marschner?,Who was born last: Wolfgang Amadeus Mozart or Heinrich Marschner?,1.0,0.5714285714285715,1.0,0.0,Correct,1,1,first,last
2wiki-796682ec08ca11ebbd92ac1f6bf848b6,True,False,True,False,Marija Radosavljevic was born,"Steve Surridge ( July 17, 1970) was",orig,Was Steve Surridge or Marija Radosavljević born first?,Was Steve Surridge or Marija Radosavljević born last?,0.3333333333333333,0.4,0.0,0.0,Correct,1,1,first,last
2wiki-9c7dc5ce087a11ebbd67ac1f6bf848b6,True,False,True,False,The Troubles Of An Heiress (,The Hideout (Film) came out later than,switched,"Which film came out first, The Hideout (Film) or The Troubles Of An Heiress?","Which film came out last, The Hideout (Film) or The Troubles Of An Heiress?",0.9090909090909091,0.4,0.0,0.0,Correct,1,1,first,last
2wiki-402e377e088c11ebbd6fac1f6bf848b6,False,False,False,False,,,orig,"Who was born earlier, Kevin Sefcik or Norman Jay?","Who was born later, Kevin Sefcik or Norman Jay?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,earlier,later
2wiki-40495b9008ea11ebbda7ac1f6bf848b6,True,False,True,False,"Meirambek Ainagulov, Mir",Augusto Mijares is older than Meir,switched,"Who is younger, Meirambek Ainagulov or Augusto Mijares?","Who is older, Meirambek Ainagulov or Augusto Mijares?",0.6666666666666666,0.5,0.0,0.0,Correct,1,1,younger,older
2wiki-7d313c98085f11ebbd5cac1f6bf848b6,True,True,True,False,"Neither By Day Nor By Night. ""None By",Spymate was released later. Spymate,orig,"Which film was released earlier, Spymate or Neither By Day Nor By Night?","Which film was released later, Spymate or Neither By Day Nor By Night?",0.6666666666666667,0.2222222222222222,0.0,0.0,Doubled_or_neither,0,1,earlier,later
2wiki-03e23c2c08c611ebbd90ac1f6bf848b6,True,False,True,False,Fionnuala Mccormack,Arijit Basu was born earlier.,orig,"Who was born later, Arijit Basu or Fionnuala Mccormack?","Who was born earlier, Arijit Basu or Fionnuala Mccormack?",1.0,0.5,1.0,0.0,Correct,1,1,later,earlier
2wiki-18dd5f43094e11ebbdaeac1f6bf848b6,True,False,False,True,Longtime Companion is the film that came out,Longtime Companion (1990) came out one,switched,"Which film came out earlier, Longtime Companion or Sachein?","Which film came out later, Longtime Companion or Sachein?",0.4,0.0,0.0,0.0,Fail,1,0,earlier,later
2wiki-cdfd399608f311ebbdaaac1f6bf848b6,True,False,False,True,Philipp Kleffel,Philipp Kleffel,orig,Who was born first out of Carl Crennel and Philipp Kleffel?,Who was born last out of Carl Crennel and Philipp Kleffel?,1.0,0.0,1.0,0.0,Fail,1,0,first,last
hotpot-5a75ded455429976ec32bc51,True,False,False,True,Olympia (1938) came out first as a,Olympia was released earlier as a documentary film of,orig,"Which film came out first, Olympia or Greetings from Out Here ?","Which film came out last, Olympia or Greetings from Out Here ?",0.25,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-c29caa8308f111ebbdaaac1f6bf848b6,True,False,False,True,Skipalong Rosenbloom. Skipalong,Skipalong Rosenbloom.,orig,"Which film came out first, Skipalong Rosenbloom or Deadful Melody?","Which film came out last, Skipalong Rosenbloom or Deadful Melody?",0.6666666666666666,0.0,0.0,0.0,Fail,1,0,first,last
hotpot-5ae009b755429925eb1afbf1,True,False,False,True,Concrete Blonde. Concrete Blonde were,Concrete Blonde. Concrete Blonde were,switched,"What band was formed first, Concrete Blonde or Wolf Alice?","What band was formed last, Concrete Blonde or Wolf Alice?",0.5,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-ac9a915608b311ebbd86ac1f6bf848b6,False,False,False,False,,,switched,"Who is younger, Chris Douglas or Dean Walling?","Who is older, Chris Douglas or Dean Walling?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,younger,older
2wiki-1b0e0171095811ebbdaeac1f6bf848b6,False,True,False,True,Fruit of Paradise.,Saddle Leather Law (1944) was released,switched,"Which film was released first, Fruit of Paradise or Saddle Leather Law?","Which film was released last, Fruit of Paradise or Saddle Leather Law?",0.0,0.0,0.0,0.0,Reversed,0,0,first,last
2wiki-d9961cd008f311ebbdaaac1f6bf848b6,True,False,False,False,Charles Tonderai Mudede.,,orig,"Who was born first, Charles Mudede or Yogi Triana?","Who was born last, Charles Mudede or Yogi Triana?",0.6666666666666666,0.0,0.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-69d7c617085611ebbd59ac1f6bf848b6,True,False,True,False,Sir Ian Dixon Scott.,Jelena Gavrilović ( born,switched,"Who is older, Ian Dixon Scott or Jelena Gavrilović?","Who is younger, Ian Dixon Scott or Jelena Gavrilović?",0.7499999999999999,0.6666666666666666,0.0,0.0,Correct,1,1,older,younger
hotpot-5a74629155429974ef308bec,True,False,True,True,Renny Har final answer: Renny Harlin,Renny Har previous to Tarsem Harlin (,orig,Who was born first out of  Renny Harlin and Tarsem Singh?,Who was born last out of  Renny Harlin and Tarsem Singh?,0.4444444444444445,0.22222222222222224,0.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-27f54ba808f911ebbdaaac1f6bf848b6,True,False,True,False,"Stefan Melak was born on 13 August 1946,",Gayathri Kariyawasam.,switched,"Who is older, Gayathri Kariyawasam or Stefan Melak?","Who is younger, Gayathri Kariyawasam or Stefan Melak?",0.3636363636363636,0.8,0.0,0.0,Correct,1,1,older,younger
2wiki-65aa3c4508d911ebbd9cac1f6bf848b6,False,False,True,False,,"Yao Yige ( born on April 30,",switched,"Who is older, Spencer Truman Olin or Yao Yige?","Who is younger, Spencer Truman Olin or Yao Yige?",0.0,0.4,0.0,0.0,Doubled_or_neither,0,1,older,younger
2wiki-37bfd71508ed11ebbda7ac1f6bf848b6,False,True,True,False,Wag Kang Lilingon,Wag Kang Lilingon (2006),switched,"Which film was released first, Wag Kang Lilingon or Uzhaippali?","Which film was released last, Wag Kang Lilingon or Uzhaippali?",0.0,0.8571428571428571,0.0,0.0,Fail,0,1,first,last
2wiki-5f21f6d7091111ebbdadac1f6bf848b6,False,True,False,True,Dear (Apink Album) was released later.,Musipal was released later. ,orig,"Which album was released earlier, Dear (Apink Album) or Musipal?","Which album was released later, Dear (Apink Album) or Musipal?",0.0,0.0,0.0,0.0,Reversed,0,0,earlier,later
2wiki-8519e540089611ebbd76ac1f6bf848b6,True,False,False,True,Knut Grøholt,Knut Grøholt.,orig,Who was born first out of Knut Grøholt and Nicolás Mazzarino?,Who was born last out of Knut Grøholt and Nicolás Mazzarino?,1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-4be3f0b4084f11ebbd56ac1f6bf848b6,True,False,False,True,Shelford Bidwell ( 6 March 1848 –,Shelford Bidwell was born on 6 March,switched,Was Hüseyin Göçek or Shelford Bidwell born first?,Was Hüseyin Göçek or Shelford Bidwell born last?,0.4444444444444445,0.0,0.0,0.0,Fail,1,0,first,last
